0,1,4,1
1,0.8,3,1
2,0.6,1,0
3,0.8,2,1
4,0.8,2,0
5,1,4,1
6,1,6,1
7,1,3,1
8,0.8,4,1
9,0.8,1,1
10,0.8,5,1
11,0.6,2,0
12,0.8,2,1
13,0.8,4,1
14,0.8,2,0
15,1,2,1
15,1,2,0
15,1,2,0
15,1,2,0
