0,1,5,1
1,0.8,1,1
2,0.6,0,1
3,0.4,0,0
4,0.6,2,1
5,0.6,7,0
6,0.8,4,1
7,0.8,5,1
8,0.8,0,1
9,0.6,1,1
10,0.6,7,1
11,0.6,1,0
12,0.8,0,1
13,0.8,5,1
14,0.8,0,1
15,0.6,4,1
16,0.6,1,1
17,0.6,7,1
18,0.4,7,0
19,0.6,7,0
